Region,Brand,SKU,Net_Price,Promotion_Spend
EAST,BrandB,BrandB_SKU3,81.21068034243356,64109.56954259
METRO_DELHI,BrandB,BrandB_SKU2,72.37999696099835,102464.99499541776
WEST,BrandB,BrandB_SKU3,63.88762430876099,92038.13374711313
NORTH,BrandB,BrandB_SKU1,79.5614497009086,18898.86747594068
METRO_DELHI,BrandB,BrandB_SKU3,75.13451385977838,15424.04911099796
NORTHEAST,BrandB,BrandB_SKU3,86.16398261674263,47445.31814328842
NORTH,BrandB,BrandB_SKU2,83.24177622177167,95904.3885596408
CENTRAL,BrandB,BrandB_SKU3,70.58377468647659,202431.9879401311
NORTHEAST,BrandB,BrandB_SKU3,77.85527222290908,56909.981309538496
SOUTH,BrandB,BrandB_SKU3,74.55485802049454,114327.81937975356
METRO_DELHI,BrandB,BrandB_SKU1,70.25907126015221,414720.65993232286
CENTRAL,BrandB,BrandB_SKU1,74.83059809941302,69243.46498702622
CENTRAL,BrandB,BrandB_SKU3,81.52393642296603,12345.998008054368
NORTHEAST,BrandB,BrandB_SKU2,79.48489080679526,28508.98032948085
NORTH,BrandB,BrandB_SKU3,87.27849618153121,13222.958491619103
METRO_DELHI,BrandB,BrandB_SKU3,74.87095873428956,54925.87946255922
EAST,BrandB,BrandB_SKU1,73.32504527209421,56013.47040077271
NORTHEAST,BrandB,BrandB_SKU2,79.34532537209799,10850.753001013762
SOUTH,BrandB,BrandB_SKU3,86.57752329300419,204938.54575852165
METRO_MUMBAI,BrandB,BrandB_SKU3,80.98609222695386,75922.65179913973
METRO_MUMBAI,BrandB,BrandB_SKU1,73.6022872143333,73946.64802372087
NORTHEAST,BrandB,BrandB_SKU3,77.50823222605872,70064.69823566797
CENTRAL,BrandB,BrandB_SKU3,70.27746563824476,84262.84533530589
EAST,BrandB,BrandB_SKU1,73.25251449129132,59553.29421325037
METRO_DELHI,BrandB,BrandB_SKU3,63.80311685925991,95784.28689289528
METRO_MUMBAI,BrandB,BrandB_SKU1,74.53095435504858,64724.71685362852
METRO_DELHI,BrandB,BrandB_SKU1,78.54379780205805,15960.135872349689
METRO_MUMBAI,BrandB,BrandB_SKU3,81.70593732382454,10741.099188746388
NORTHEAST,BrandB,BrandB_SKU1,80.02609866715567,26807.66365609839
METRO_DELHI,BrandB,BrandB_SKU1,78.29942258246336,16169.34167625278
METRO_MUMBAI,BrandB,BrandB_SKU1,73.35242243296855,55744.90721231455
EAST,BrandB,BrandB_SKU2,75.42413934871118,76548.70698747243
METRO_MUMBAI,BrandB,BrandB_SKU3,82.31045649694342,8886.031908576217
NORTHEAST,BrandB,BrandB_SKU1,81.42187734098383,9104.314405739651
METRO_DELHI,BrandB,BrandB_SKU2,81.62196253041525,13689.60587096651
CENTRAL,BrandB,BrandB_SKU2,84.16124427750685,17386.726439193317
CENTRAL,BrandB,BrandB_SKU1,75.66770840684855,10225.619087792957
NORTHEAST,BrandB,BrandB_SKU3,86.66757926471465,10230.673716946012
METRO_MUMBAI,BrandB,BrandB_SKU2,72.7876597199057,10451.518279053204
SOUTH,BrandB,BrandB_SKU3,84.7211818675514,11899.216216840896
CENTRAL,BrandB,BrandB_SKU3,80.94674151275072,11796.180085131891
METRO_DELHI,BrandB,BrandB_SKU3,73.54944835866925,10551.594328827745
EAST,BrandB,BrandB_SKU1,73.27274009560897,7995.886429687162
EAST,BrandB,BrandB_SKU2,66.04794370734771,188738.39404136332
CENTRAL,BrandB,BrandB_SKU3,80.62405882573042,63598.64437418548
CENTRAL,BrandB,BrandB_SKU2,72.91946431855214,82521.40869633893
NORTHEAST,BrandB,BrandB_SKU2,80.83108870275944,46149.240727446384
NORTH,BrandB,BrandB_SKU3,86.42626155999866,85685.26537057657
CENTRAL,BrandB,BrandB_SKU3,80.58477277444896,9772.77505525476
NORTHEAST,BrandB,BrandB_SKU2,79.8687903245723,7080.853761483563
NORTHEAST,BrandB,BrandB_SKU1,81.41880719239545,53935.40804435377
EAST,BrandB,BrandB_SKU2,75.37276348659452,68249.20843684026
METRO_DELHI,BrandB,BrandB_SKU1,78.72056856098034,13717.159938640236
METRO_MUMBAI,BrandB,BrandB_SKU2,72.2829933527769,12600.066911775975
NORTH,BrandB,BrandB_SKU2,85.05927098022936,12724.91456600931
WEST,BrandB,BrandB_SKU1,73.8318456181631,16570.413398521625
NORTH,BrandB,BrandB_SKU3,87.0551891592614,81760.56116065376
EAST,BrandB,BrandB_SKU2,75.06477278498618,12264.219680452254
METRO_MUMBAI,BrandB,BrandB_SKU1,74.62439077989231,57827.953683158965
SOUTH,BrandB,BrandB_SKU3,84.93054619581112,17522.112093572032
NORTHEAST,BrandB,BrandB_SKU1,79.55541560835766,58013.94395821216
NORTHEAST,BrandB,BrandB_SKU1,80.67472151848727,46738.02245785429
SOUTH,BrandB,BrandB_SKU1,73.52586616628207,93391.9804628956
CENTRAL,BrandB,BrandB_SKU3,81.65474799105888,73606.79837368037
NORTHEAST,BrandB,BrandB_SKU3,86.55673326079669,8286.79033136748
SOUTH,BrandB,BrandB_SKU1,73.72490033856252,18054.53899382608
METRO_DELHI,BrandB,BrandB_SKU1,79.15470238809745,79812.21848666141
METRO_DELHI,BrandB,BrandB_SKU2,71.41979860683952,391721.4428810688
WEST,BrandB,BrandB_SKU1,74.22567358093448,14857.229949446448
NORTHEAST,BrandB,BrandB_SKU3,85.624567556741,53935.40804435377
METRO_DELHI,BrandB,BrandB_SKU2,71.69041618317956,97805.60801753103
METRO_DELHI,BrandB,BrandB_SKU1,70.6680824323171,225572.3078093044
SOUTH,BrandB,BrandB_SKU3,86.05121208473312,14639.50894482765
SOUTH,BrandB,BrandB_SKU3,85.4746684029677,93949.52575792086
CENTRAL,BrandB,BrandB_SKU1,65.16204300659295,187146.8506198732
WEST,BrandB,BrandB_SKU3,64.31385697228217,105335.68184674064
METRO_DELHI,BrandB,BrandB_SKU2,84.32210748015959,10446.154112548513
SOUTH,BrandB,BrandB_SKU3,85.57681943990092,21205.535042539374
METRO_DELHI,BrandB,BrandB_SKU3,74.78841400687128,15222.73213398036
NORTH,BrandB,BrandB_SKU3,87.55355166356755,16633.532459602782
CENTRAL,BrandB,BrandB_SKU1,74.76584559990302,9916.630307780051
NORTH,BrandB,BrandB_SKU1,78.09765366931042,15921.89856069581
METRO_MUMBAI,BrandB,BrandB_SKU3,81.68620260987204,12635.438856242246
NORTH,BrandB,BrandB_SKU1,79.14739520731945,108505.25645612064
EAST,BrandB,BrandB_SKU1,73.82311340107465,12820.060136388624
WEST,BrandB,BrandB_SKU2,80.78155436271828,14862.73959135475
METRO_MUMBAI,BrandB,BrandB_SKU3,82.01951596253345,12666.44281958419
METRO_MUMBAI,BrandB,BrandB_SKU2,66.83356209295506,86053.6595067006
CENTRAL,BrandB,BrandB_SKU1,76.54837884871117,64677.52578869757
CENTRAL,BrandB,BrandB_SKU3,80.46641459275841,13154.02932751634
WEST,BrandB,BrandB_SKU1,72.44163915209059,14862.73959135475
WEST,BrandB,BrandB_SKU2,81.94432818638715,88669.70235347575
NORTHEAST,BrandB,BrandB_SKU1,81.09972674255758,7080.853761483563
CENTRAL,BrandB,BrandB_SKU1,74.41472603893166,11320.571320729896
NORTH,BrandB,BrandB_SKU1,79.02403704507306,80941.20265862848
SOUTH,BrandB,BrandB_SKU3,86.5234393549545,18295.23084107513
EAST,BrandB,BrandB_SKU1,65.01193338202339,75131.2585204983
NORTHEAST,BrandB,BrandB_SKU3,84.81589356134748,13418.336082634902
WEST,BrandB,BrandB_SKU2,81.81947539959361,214831.1849260962
EAST,BrandB,BrandB_SKU3,78.51996896344558,9578.689380541373
WEST,BrandB,BrandB_SKU2,81.26343842263257,11561.845284433606
NORTHEAST,BrandB,BrandB_SKU2,79.39748110216932,8314.375357827344
METRO_MUMBAI,BrandB,BrandB_SKU1,74.41183927126777,8448.79371137847
NORTHEAST,BrandB,BrandB_SKU2,79.5644789805933,25582.998886460224
WEST,BrandB,BrandB_SKU2,80.61014151469615,75020.92888849629
WEST,BrandB,BrandB_SKU1,75.69686246825056,18189.33261822434
METRO_MUMBAI,BrandB,BrandB_SKU3,81.34612797596417,12809.104055372673
METRO_DELHI,BrandB,BrandB_SKU1,77.31169894026795,45944.65767932212
CENTRAL,BrandB,BrandB_SKU3,70.75029019433101,193025.690017711
CENTRAL,BrandB,BrandB_SKU2,83.64280879382295,13114.899537830795
EAST,BrandB,BrandB_SKU3,78.77299235814534,16233.878386489538
CENTRAL,BrandB,BrandB_SKU1,75.52395780420893,10689.027561439709
METRO_DELHI,BrandB,BrandB_SKU3,73.04502469588384,11343.459890230662
CENTRAL,BrandB,BrandB_SKU2,72.97232194995144,189629.6212725764
METRO_MUMBAI,BrandB,BrandB_SKU2,74.10424266523613,9638.69668972712
WEST,BrandB,BrandB_SKU3,65.20181068621436,97139.51614970586
METRO_MUMBAI,BrandB,BrandB_SKU3,81.62417764532933,9145.394537513308
CENTRAL,BrandB,BrandB_SKU1,75.01273278043338,12309.199905597176
NORTH,BrandB,BrandB_SKU1,77.5257016724459,11352.218593229098
NORTHEAST,BrandB,BrandB_SKU3,85.66422296598796,62731.78811127369
EAST,BrandB,BrandB_SKU3,81.14385975715655,73810.55889569731
EAST,BrandB,BrandB_SKU2,66.30641651631579,333126.47477808804
METRO_DELHI,BrandB,BrandB_SKU2,82.16357464506818,66563.54012775815
CENTRAL,BrandB,BrandB_SKU3,69.8713555414657,180516.83241750565
SOUTH,BrandB,BrandB_SKU3,86.0437980544713,87076.28278657593
METRO_DELHI,BrandB,BrandB_SKU3,73.8305294519988,11510.435624123384
METRO_MUMBAI,BrandB,BrandB_SKU3,83.10499000158998,8587.891593296348
EAST,BrandB,BrandB_SKU1,73.2454350723888,12920.044243301105
WEST,BrandB,BrandB_SKU1,74.57176561296998,13465.197705674453
CENTRAL,BrandB,BrandB_SKU3,69.97407722975144,86811.50686098664
NORTHEAST,BrandB,BrandB_SKU1,81.77615974077315,5985.758357627528
METRO_MUMBAI,BrandB,BrandB_SKU1,74.20982078252818,73228.89084356476
METRO_DELHI,BrandB,BrandB_SKU2,83.1604280548939,15548.339570169335
SOUTH,BrandB,BrandB_SKU1,64.4202662893959,274659.6992044209
NORTH,BrandB,BrandB_SKU1,78.38091438161325,23114.648230291943
METRO_DELHI,BrandB,BrandB_SKU1,79.1972523539955,70439.00511225541
NORTHEAST,BrandB,BrandB_SKU1,82.61283878704016,10824.19334625767
SOUTH,BrandB,BrandB_SKU3,85.3286612426223,19894.539218062502
NORTHEAST,BrandB,BrandB_SKU3,84.99059944973202,12075.40477776724
CENTRAL,BrandB,BrandB_SKU1,76.19990276025304,11812.9607565878
METRO_DELHI,BrandB,BrandB_SKU3,73.14583168695445,10102.107340861085
METRO_DELHI,BrandB,BrandB_SKU2,82.77776425219591,11674.549133285616
NORTH,BrandB,BrandB_SKU3,87.42295915490014,16865.49455221387
SOUTH,BrandB,BrandB_SKU2,86.78435171592619,19704.18086308651
EAST,BrandB,BrandB_SKU1,73.46654374784698,6375.220888976527
EAST,BrandB,BrandB_SKU3,80.41722020215961,11000.323227783343
METRO_DELHI,BrandB,BrandB_SKU1,79.49377908279118,10446.154112548513
SOUTH,BrandB,BrandB_SKU2,84.81519607324667,14382.823410634996
WEST,BrandB,BrandB_SKU3,71.4380996468525,15915.849843692256
NORTHEAST,BrandB,BrandB_SKU2,69.10912272608945,261056.56461459305
EAST,BrandB,BrandB_SKU3,72.1588701350012,333126.47477808804
WEST,BrandB,BrandB_SKU3,72.85326085517534,80116.57893002413
CENTRAL,BrandB,BrandB_SKU3,81.34261946212499,8999.715723628757
CENTRAL,BrandB,BrandB_SKU1,75.51317719845484,78515.1961001784
METRO_MUMBAI,BrandB,BrandB_SKU1,73.70921676955612,55384.48891637258
CENTRAL,BrandB,BrandB_SKU1,75.7870840226089,15190.732423205502
NORTH,BrandB,BrandB_SKU2,85.25882993693139,14401.127133570262
EAST,BrandB,BrandB_SKU2,76.1058911169503,11018.378334641273
NORTHEAST,BrandB,BrandB_SKU1,80.87680752706261,12173.86863947822
METRO_DELHI,BrandB,BrandB_SKU3,63.51274675638907,92501.0939518736
METRO_DELHI,BrandB,BrandB_SKU2,81.25215921721392,85436.9163599226
WEST,BrandB,BrandB_SKU2,83.56913659553298,101453.4985168455
EAST,BrandB,BrandB_SKU3,79.13240644747272,73407.20474147092
EAST,BrandB,BrandB_SKU1,73.28337686077516,36339.23977543443
CENTRAL,BrandB,BrandB_SKU1,75.04646519653397,34380.46528479094
SOUTH,BrandB,BrandB_SKU2,85.44343452004122,109271.84861851648
METRO_MUMBAI,BrandB,BrandB_SKU3,69.796169727965,184064.1060478833
SOUTH,BrandB,BrandB_SKU2,87.20910322196687,100529.16696428916
METRO_MUMBAI,BrandB,BrandB_SKU2,72.96997595152736,12260.609472217597
CENTRAL,BrandB,BrandB_SKU2,83.71283792810888,57346.74524747461
NORTH,BrandB,BrandB_SKU2,85.45003359108482,63754.034003525936
METRO_DELHI,BrandB,BrandB_SKU3,74.35343859716299,15548.339570169335
EAST,BrandB,BrandB_SKU3,79.98669077938992,67771.59058282511
METRO_DELHI,BrandB,BrandB_SKU3,72.49775489360965,14530.094218039849
NORTH,BrandB,BrandB_SKU3,77.12185570635522,181821.89024963928
NORTHEAST,BrandB,BrandB_SKU3,86.1055555590649,10364.915839956828
METRO_MUMBAI,BrandB,BrandB_SKU3,81.92035880997867,55179.21807745178
NORTHEAST,BrandB,BrandB_SKU2,78.94948926839812,11311.957420292963
CENTRAL,BrandB,BrandB_SKU2,83.1683332378181,17226.755454561662
METRO_DELHI,BrandB,BrandB_SKU2,71.2249487623822,100763.89157843102
EAST,BrandB,BrandB_SKU2,76.37578113028916,59836.36412562351
CENTRAL,BrandB,BrandB_SKU3,81.90733477954916,81325.83414746182
NORTHEAST,BrandB,BrandB_SKU3,87.32846261156277,9714.336580187444
WEST,BrandB,BrandB_SKU2,80.49661289966623,19688.2888427919
METRO_DELHI,BrandB,BrandB_SKU1,78.44021496902992,20181.128990516914
NORTH,BrandB,BrandB_SKU1,79.3484670208533,76299.54658537627
EAST,BrandB,BrandB_SKU3,79.87223592626124,13690.34777529632
WEST,BrandB,BrandB_SKU3,72.77706790564231,15769.405855750838
SOUTH,BrandB,BrandB_SKU1,72.40407835231265,14502.871431964924
NORTHEAST,BrandB,BrandB_SKU3,77.57877776353281,278306.4107026734
CENTRAL,BrandB,BrandB_SKU1,75.58722251486464,13046.170516845445
METRO_DELHI,BrandB,BrandB_SKU3,74.40348269213166,13711.545161900734
WEST,BrandB,BrandB_SKU1,74.2528705193498,51009.58993243558
EAST,BrandB,BrandB_SKU2,66.90680812380653,181192.1010164623
CENTRAL,BrandB,BrandB_SKU1,72.84577763757933,13930.4357332515
EAST,BrandB,BrandB_SKU2,77.13198496852257,11627.841024556694
CENTRAL,BrandB,BrandB_SKU1,74.61942939663922,12518.16850402543
METRO_MUMBAI,BrandB,BrandB_SKU3,81.21915400213365,48620.67990356197
WEST,BrandB,BrandB_SKU3,70.68964023189307,14479.846437765473
NORTHEAST,BrandB,BrandB_SKU2,81.37201810639567,49989.55348833734
METRO_DELHI,BrandB,BrandB_SKU1,78.19248730159029,11924.841409951325
METRO_MUMBAI,BrandB,BrandB_SKU1,74.66718076065578,62960.58548940531
CENTRAL,BrandB,BrandB_SKU2,73.12925779519618,180516.83241750565
METRO_DELHI,BrandB,BrandB_SKU2,84.03074461969106,68721.38933990359
METRO_DELHI,BrandB,BrandB_SKU1,79.7415813926906,74208.22429945746
NORTH,BrandB,BrandB_SKU3,87.23280634042216,12518.809418489804
WEST,BrandB,BrandB_SKU3,73.89205993050933,19136.09205297164
METRO_MUMBAI,BrandB,BrandB_SKU3,82.69668134182844,12260.609472217597
CENTRAL,BrandB,BrandB_SKU1,75.27464516002489,8770.059825601735
NORTHEAST,BrandB,BrandB_SKU3,86.68724856272843,9190.084565128063
CENTRAL,BrandB,BrandB_SKU2,82.6007871860704,68832.53829204492
METRO_DELHI,BrandB,BrandB_SKU1,79.89185829233713,14665.029228395886
SOUTH,BrandB,BrandB_SKU1,74.0495066947236,10426.530166197344
NORTHEAST,BrandB,BrandB_SKU2,80.82126052702763,8002.398075716171
METRO_DELHI,BrandB,BrandB_SKU1,78.86554027405084,197947.6834132565
NORTH,BrandB,BrandB_SKU2,84.92890235616383,85657.6050575103
NORTH,BrandB,BrandB_SKU3,87.56363857301908,109110.25678274594
NORTH,BrandB,BrandB_SKU3,77.84507045152732,255484.44594611265
NORTHEAST,BrandB,BrandB_SKU1,82.20199568176366,11311.957420292963
WEST,BrandB,BrandB_SKU2,82.62949342825448,17746.11637994066
NORTH,BrandB,BrandB_SKU1,78.42603072534055,21424.411795283155
NORTH,BrandB,BrandB_SKU3,85.9205957963124,15892.773044135842
NORTH,BrandB,BrandB_SKU3,86.7597817636057,229763.51881357617
CENTRAL,BrandB,BrandB_SKU3,82.64715122077456,14662.839632937566
EAST,BrandB,BrandB_SKU1,74.37726373898901,10554.786683896917
NORTHEAST,BrandB,BrandB_SKU1,81.18704786377843,10161.977456993463
NORTH,BrandB,BrandB_SKU3,86.56089575327428,88500.26242415218
NORTHEAST,BrandB,BrandB_SKU3,86.49919984380374,9186.677785728503
METRO_DELHI,BrandB,BrandB_SKU2,82.52964862859322,90479.95066226048
NORTHEAST,BrandB,BrandB_SKU2,79.77229343070962,10350.60984732254
NORTHEAST,BrandB,BrandB_SKU1,70.48073999184751,64277.91924141652
METRO_DELHI,BrandB,BrandB_SKU3,75.41958728533903,16084.609542084603
NORTH,BrandB,BrandB_SKU3,76.97473432516104,481378.09196688776
NORTHEAST,BrandB,BrandB_SKU2,79.02610910800267,8653.447834933473
NORTH,BrandB,BrandB_SKU2,84.70152596326764,86135.6013162042
METRO_MUMBAI,BrandB,BrandB_SKU1,74.497955586111,12779.160982454296
SOUTH,BrandB,BrandB_SKU3,75.17045081794316,117992.9628908428
METRO_DELHI,BrandB,BrandB_SKU2,69.52428432730748,97057.39047844024
NORTHEAST,BrandB,BrandB_SKU1,70.0119337552845,278306.4107026734
METRO_MUMBAI,BrandB,BrandB_SKU1,75.24152762311499,66093.16191032661
NORTH,BrandB,BrandB_SKU1,79.78004737529878,14401.127133570262
NORTHEAST,BrandB,BrandB_SKU1,81.63543670231623,31975.83725491309
METRO_DELHI,BrandB,BrandB_SKU3,75.1467817045957,86001.08312902375
METRO_DELHI,BrandB,BrandB_SKU1,77.76555676722549,15268.150881194071
NORTH,BrandB,BrandB_SKU3,87.85356738731353,17347.38408927177
METRO_DELHI,BrandB,BrandB_SKU1,80.18587073536195,95298.13053723326
METRO_DELHI,BrandB,BrandB_SKU3,74.94254045040233,13717.159938640236
NORTH,BrandB,BrandB_SKU2,84.21657480828459,10353.38327239586
SOUTH,BrandB,BrandB_SKU1,65.61881574377765,244925.21857657377
NORTHEAST,BrandB,BrandB_SKU1,79.72225919068674,10503.094429892206
SOUTH,BrandB,BrandB_SKU2,85.4233863323014,23277.95375804805
EAST,BrandB,BrandB_SKU1,64.3154769912768,82305.52723500239
NORTH,BrandB,BrandB_SKU1,67.7571908521026,267401.6177271325
WEST,BrandB,BrandB_SKU1,73.72490378663517,14859.90153033591
WEST,BrandB,BrandB_SKU3,73.51496937726164,82748.62929078571
EAST,BrandB,BrandB_SKU1,72.99878836258637,76548.70698747243
METRO_MUMBAI,BrandB,BrandB_SKU2,73.23926317849703,10745.497589741284
SOUTH,BrandB,BrandB_SKU1,74.67034402042674,98623.9433615425
WEST,BrandB,BrandB_SKU2,80.46745855891913,18294.35585873355
SOUTH,BrandB,BrandB_SKU1,71.47637136318295,23373.25992578483
CENTRAL,BrandB,BrandB_SKU1,76.02382663647724,13114.899537830795
METRO_MUMBAI,BrandB,BrandB_SKU2,72.8293962479293,73228.89084356476
METRO_MUMBAI,BrandB,BrandB_SKU3,70.12458834257076,172423.3757466149
WEST,BrandB,BrandB_SKU1,74.88916028012845,12881.432093669808
CENTRAL,BrandB,BrandB_SKU1,65.46690884909063,87818.7106979469
EAST,BrandB,BrandB_SKU2,77.58885753248761,112203.79873293612
WEST,BrandB,BrandB_SKU3,64.6685309641523,106147.71691445992
METRO_MUMBAI,BrandB,BrandB_SKU2,66.48638511317807,81788.83933590555
METRO_DELHI,BrandB,BrandB_SKU1,79.70137601764408,74139.95388302753
METRO_DELHI,BrandB,BrandB_SKU1,79.04923261283811,23085.74914479144
SOUTH,BrandB,BrandB_SKU1,74.22788418188675,18174.90626626205
NORTH,BrandB,BrandB_SKU2,74.49251667486452,107381.77869759266
WEST,BrandB,BrandB_SKU1,75.64258942373812,54775.31055338911
METRO_MUMBAI,BrandB,BrandB_SKU2,73.20288000067531,63844.337745953606
NORTH,BrandB,BrandB_SKU1,67.93052980294458,252139.45543059948
NORTHEAST,BrandB,BrandB_SKU1,81.43187409479187,7612.250635198674
NORTH,BrandB,BrandB_SKU3,88.21311113760912,79766.87557151074
SOUTH,BrandB,BrandB_SKU3,86.36693742217685,97445.65728581807
CENTRAL,BrandB,BrandB_SKU2,84.68376231286923,79165.75874304395
EAST,BrandB,BrandB_SKU1,63.39311226106248,78562.8509988495
METRO_MUMBAI,BrandB,BrandB_SKU3,81.32660427536656,58808.94164417515
WEST,BrandB,BrandB_SKU1,74.96681110089705,17548.469231298233
NORTH,BrandB,BrandB_SKU1,66.73480685469764,162137.9705154862
NORTHEAST,BrandB,BrandB_SKU3,86.10125420956938,49989.55348833734
METRO_MUMBAI,BrandB,BrandB_SKU3,82.66302046808056,70878.52705008324
CENTRAL,BrandB,BrandB_SKU2,70.5823519894593,73062.28767155627
CENTRAL,BrandB,BrandB_SKU3,79.54780406448239,8770.059825601735
METRO_DELHI,BrandB,BrandB_SKU1,79.14782155973404,15245.325268403396
NORTH,BrandB,BrandB_SKU1,78.10453600126255,109568.77696024015
METRO_DELHI,BrandB,BrandB_SKU3,73.72089951151102,12895.008734195382
METRO_DELHI,BrandB,BrandB_SKU3,75.72946943477676,95298.13053723326
CENTRAL,BrandB,BrandB_SKU2,84.36314303330917,6837.764222101705
NORTHEAST,BrandB,BrandB_SKU3,84.77062101288452,46116.83249349234
CENTRAL,BrandB,BrandB_SKU2,84.61648591091982,14683.627726204031
WEST,BrandB,BrandB_SKU3,71.96045431303236,99726.80740765488
EAST,BrandB,BrandB_SKU3,78.73786697283323,12264.219680452254
NORTHEAST,BrandB,BrandB_SKU2,79.50277564352801,49522.52919433371
NORTH,BrandB,BrandB_SKU3,87.46933731047699,99044.24193498706
METRO_DELHI,BrandB,BrandB_SKU2,83.00083752535036,8919.728618550502
SOUTH,BrandB,BrandB_SKU1,74.73479817887413,14959.758186210624
NORTH,BrandB,BrandB_SKU2,75.44686648270485,118316.50823220618
SOUTH,BrandB,BrandB_SKU1,63.07004864306523,269290.81638032844
NORTHEAST,BrandB,BrandB_SKU3,77.5794743459571,100916.472870471
EAST,BrandB,BrandB_SKU1,73.30115768978226,56790.97200058392
SOUTH,BrandB,BrandB_SKU3,85.6313649356643,12814.81638359917
NORTHEAST,BrandB,BrandB_SKU1,80.94185327271248,9841.254708821798
METRO_MUMBAI,BrandB,BrandB_SKU3,83.09976842503573,73228.89084356476
SOUTH,BrandB,BrandB_SKU1,73.71436435416729,18260.79319290908
METRO_MUMBAI,BrandB,BrandB_SKU1,74.1440742084426,63844.337745953606
EAST,BrandB,BrandB_SKU3,78.47591575499258,65626.89068218188
METRO_MUMBAI,BrandB,BrandB_SKU3,79.28390141327313,11942.603764864298
METRO_DELHI,BrandB,BrandB_SKU2,82.11265103209584,76245.4458339845
NORTHEAST,BrandB,BrandB_SKU3,86.3515771236731,10483.324148020743
SOUTH,BrandB,BrandB_SKU3,85.39837618790244,21301.200527584577
CENTRAL,BrandB,BrandB_SKU1,65.3740826319437,179392.27021258642
METRO_DELHI,BrandB,BrandB_SKU2,82.154085781357,14665.029228395886
METRO_DELHI,BrandB,BrandB_SKU1,79.85163040762534,15142.95695360076
