Region,Brand,SKU,Sales_Units,Sales_Value,Net_Price,Promotion_Spend
METRO_DELHI,BrandA,BrandA_SKU1,77.8024885902016,8231.29654113512,105.79734260803278,15651.275305871197
METRO_DELHI,BrandA,BrandA_SKU2,77.60678106330592,8159.871248801542,105.14379203726176,15651.275305871197
METRO_DELHI,BrandA,BrandA_SKU3,111.45584520476292,10369.96673072789,93.04103083760693,15651.275305871197
METRO_DELHI,BrandB,BrandB_SKU1,56.14843760260936,4451.144268035996,79.27458818247045,15651.275305871197
METRO_DELHI,BrandB,BrandB_SKU2,102.75448453550558,8500.765933172535,82.72890445219642,15651.275305871197
METRO_DELHI,BrandB,BrandB_SKU3,136.95028802551406,10263.730517523954,74.94493560766959,15651.275305871197
METRO_DELHI,BrandC,BrandC_SKU1,201.7394029800524,11893.091922877931,58.95274669794625,15651.275305871197
METRO_DELHI,BrandC,BrandC_SKU2,128.46659718915387,7404.295142420893,57.63595599499556,15651.275305871197
METRO_DELHI,BrandC,BrandC_SKU3,144.23382698055823,8542.917254301921,59.22963727124464,15651.275305871197
METRO_MUMBAI,BrandA,BrandA_SKU1,149.45234154707325,14681.932094407144,98.23822057537151,12260.609472217597
METRO_MUMBAI,BrandA,BrandA_SKU2,138.64695855382888,12592.075221382214,90.82114279840776,12260.609472217597
METRO_MUMBAI,BrandA,BrandA_SKU3,185.3563123372764,19079.18336372924,102.93247164419492,12260.609472217597
METRO_MUMBAI,BrandB,BrandB_SKU1,120.4286937612177,8942.455818570397,74.2551923406329,12260.609472217597
METRO_MUMBAI,BrandB,BrandB_SKU2,169.9171203628322,12398.848186628646,72.96997595152736,12260.609472217597
METRO_MUMBAI,BrandB,BrandB_SKU3,162.4405713152317,13433.29616304027,82.69668134182844,12260.609472217597
METRO_MUMBAI,BrandC,BrandC_SKU1,70.79336102522538,4354.123447116774,61.504686090059984,12260.609472217597
METRO_MUMBAI,BrandC,BrandC_SKU2,121.09436838026598,7261.963889636495,59.96946007292552,12260.609472217597
METRO_MUMBAI,BrandC,BrandC_SKU3,51.81392776862796,3217.252724370016,62.09243079846153,12260.609472217597
NORTH,BrandA,BrandA_SKU1,296.78758051082053,29640.597255168483,99.87142050941657,18166.881401129685
NORTH,BrandA,BrandA_SKU2,90.8780989111087,8554.541594466926,94.13204828189076,18166.881401129685
NORTH,BrandA,BrandA_SKU3,371.0041916517119,40202.919732825,108.36244074181876,18166.881401129685
NORTH,BrandB,BrandB_SKU1,100.92278022231385,7846.446793827906,77.74703368797078,18166.881401129685
NORTH,BrandB,BrandB_SKU2,305.68831262702423,25565.26906722081,83.63181715230785,18166.881401129685
NORTH,BrandB,BrandB_SKU3,295.8027547797984,25993.40338206912,87.87410854716055,18166.881401129685
NORTH,BrandC,BrandC_SKU1,209.8822926539988,13060.24266607649,62.226510397458526,18166.881401129685
NORTH,BrandC,BrandC_SKU2,178.82549445299145,9591.490902471263,53.63603736598428,18166.881401129685
NORTH,BrandC,BrandC_SKU3,216.79197039569905,13900.437663649906,64.11878464999495,18166.881401129685
NORTHEAST,BrandA,BrandA_SKU1,52.15996702807697,4986.079769032004,95.5920805384725,10503.094429892206
NORTHEAST,BrandA,BrandA_SKU2,185.08262586229236,18009.819475202632,97.30691571559257,10503.094429892206
NORTHEAST,BrandA,BrandA_SKU3,84.35400958982464,8715.06925226667,103.31541197204622,10503.094429892206
NORTHEAST,BrandB,BrandB_SKU1,105.33999968083404,8397.942757702309,79.72225919068674,10503.094429892206
NORTHEAST,BrandB,BrandB_SKU2,124.65201471808032,9993.996768182196,80.1751723851809,10503.094429892206
NORTHEAST,BrandB,BrandB_SKU3,29.97187229008529,2566.350247371515,85.62528968937535,10503.094429892206
NORTHEAST,BrandC,BrandC_SKU1,62.54340969798028,3398.2908754981954,54.33491541168624,10503.094429892206
NORTHEAST,BrandC,BrandC_SKU2,115.60680381155724,6233.493351984936,53.9197793422758,10503.094429892206
NORTHEAST,BrandC,BrandC_SKU3,66.89036070211486,4024.838241012196,60.17067629424434,10503.094429892206
SOUTH,BrandA,BrandA_SKU1,401.8161276973481,41872.31207401713,104.20764421271754,18295.23084107513
SOUTH,BrandA,BrandA_SKU2,382.2903582791907,35093.01589581806,91.7967590231226,18295.23084107513
SOUTH,BrandA,BrandA_SKU3,115.76398485692516,11027.73583679882,95.26050654206662,18295.23084107513
SOUTH,BrandB,BrandB_SKU1,354.3799165394652,26377.634028271565,74.43320797027741,18295.23084107513
SOUTH,BrandB,BrandB_SKU2,131.29575093021043,11010.271691539994,83.85855302653661,18295.23084107513
SOUTH,BrandB,BrandB_SKU3,207.00721604306932,17910.976303340474,86.5234393549545,18295.23084107513
SOUTH,BrandC,BrandC_SKU1,104.2309958826728,6360.282026718069,61.02102328445076,18295.23084107513
SOUTH,BrandC,BrandC_SKU2,198.90250312688067,12340.291970627568,62.04191388559674,18295.23084107513
SOUTH,BrandC,BrandC_SKU3,108.57418652497492,6208.369222282979,57.18089557921661,18295.23084107513
WEST,BrandA,BrandA_SKU1,175.89378092527727,15639.278940817998,88.91320010604488,16986.21555749755
WEST,BrandA,BrandA_SKU2,279.7694773066548,31095.405208462853,111.1465250170205,16986.21555749755
WEST,BrandA,BrandA_SKU3,326.49169080012723,33113.44324571711,101.42200913158494,16986.21555749755
WEST,BrandB,BrandB_SKU1,269.3443899196632,19883.03799021641,73.82013041425101,16986.21555749755
WEST,BrandB,BrandB_SKU2,133.24695026035508,10915.74222701408,81.92114120199747,16986.21555749755
WEST,BrandB,BrandB_SKU3,361.8413183699623,26281.018342011503,72.63133591377381,16986.21555749755
WEST,BrandC,BrandC_SKU1,244.1618802870146,13346.475730631952,54.66240559313782,16986.21555749755
WEST,BrandC,BrandC_SKU2,70.55357567648907,4243.416986810855,60.144605657809485,16986.21555749755
WEST,BrandC,BrandC_SKU3,316.82519950935165,19854.94359642264,62.66844817637867,16986.21555749755
CENTRAL,BrandA,BrandA_SKU1,192.5460364227222,17288.5895580695,89.78938169422264,79165.75874304395
CENTRAL,BrandA,BrandA_SKU2,157.15751588128325,14267.078654592447,90.78203211973518,79165.75874304395
CENTRAL,BrandA,BrandA_SKU3,88.96409420180417,9427.257873955316,105.96699666913636,79165.75874304395
CENTRAL,BrandB,BrandB_SKU1,316.914768674879,24192.48464074225,76.33751100303306,79165.75874304395
CENTRAL,BrandB,BrandB_SKU2,257.88260251332787,21838.469015862796,84.68376231286923,79165.75874304395
CENTRAL,BrandB,BrandB_SKU3,88.79735814418844,7216.903775142118,81.27385685758092,79165.75874304395
CENTRAL,BrandC,BrandC_SKU1,55.245285814664456,3463.1451196045764,62.6867083505125,79165.75874304395
CENTRAL,BrandC,BrandC_SKU2,201.71958522081744,13185.434295610605,65.36516660579504,79165.75874304395
CENTRAL,BrandC,BrandC_SKU3,81.56136600202056,4890.00588395808,59.95492870775285,79165.75874304395
EAST,BrandA,BrandA_SKU1,101.2936529703468,9494.134086113216,93.72881525847008,73810.55889569731
EAST,BrandA,BrandA_SKU2,255.94997285247257,23880.65330652325,93.30203492652004,73810.55889569731
EAST,BrandA,BrandA_SKU3,235.6557489303166,22691.46661244736,96.29074069038404,73810.55889569731
EAST,BrandB,BrandB_SKU1,317.775227939538,23037.06570793561,72.49484441348207,73810.55889569731
EAST,BrandB,BrandB_SKU2,128.84516033607866,9758.389488833578,75.73733823901398,73810.55889569731
EAST,BrandB,BrandB_SKU3,231.4509997845215,18780.827467168885,81.14385975715655,73810.55889569731
EAST,BrandC,BrandC_SKU1,268.07486409215863,17806.621147562037,66.42406108407272,73810.55889569731
EAST,BrandC,BrandC_SKU2,223.11579334497043,14379.470595600176,64.44846588411319,73810.55889569731
EAST,BrandC,BrandC_SKU3,149.8927031820008,9892.791184360203,65.99915122184638,73810.55889569731
METRO_DELHI,BrandA,BrandA_SKU1,105.74300955594155,11384.227429679748,107.65938549968274,45944.65767932212
METRO_DELHI,BrandA,BrandA_SKU2,64.80137827665352,6883.299381419813,106.22149658658896,45944.65767932212
METRO_DELHI,BrandA,BrandA_SKU3,121.97924854991876,11563.859777660697,94.80186109630202,45944.65767932212
METRO_DELHI,BrandB,BrandB_SKU1,51.39084336173391,3973.1134102688393,77.31169894026795,45944.65767932212
METRO_DELHI,BrandB,BrandB_SKU2,92.0885876131583,7683.794205317647,83.43915792905189,45944.65767932212
METRO_DELHI,BrandB,BrandB_SKU3,172.45202385943742,12690.794789156816,73.59029198463253,45944.65767932212
METRO_DELHI,BrandC,BrandC_SKU1,156.21458457565743,9268.225904534682,59.33009347181613,45944.65767932212
METRO_DELHI,BrandC,BrandC_SKU2,140.05205355868307,8206.16454220344,58.59367523493672,45944.65767932212
METRO_DELHI,BrandC,BrandC_SKU3,160.5866973688021,9515.53881588626,59.254838487854016,45944.65767932212
METRO_MUMBAI,BrandA,BrandA_SKU1,138.19546587255576,14006.06265124855,101.3496540050379,71982.56936028461
METRO_MUMBAI,BrandA,BrandA_SKU2,212.43263566163412,19900.658961176458,93.67985714245208,71982.56936028461
METRO_MUMBAI,BrandA,BrandA_SKU3,267.09547567248705,26761.2930732394,100.19373411646308,71982.56936028461
METRO_MUMBAI,BrandB,BrandB_SKU1,142.78135487427733,10534.701529612676,73.78205325820555,71982.56936028461
METRO_MUMBAI,BrandB,BrandB_SKU2,243.27285861758008,17486.226096944858,71.87906697159688,71982.56936028461
METRO_MUMBAI,BrandB,BrandB_SKU3,228.39672669138244,18511.58862315796,81.05014853462175,71982.56936028461
METRO_MUMBAI,BrandC,BrandC_SKU1,94.97983031183507,5715.094238765571,60.17166192024072,71982.56936028461
METRO_MUMBAI,BrandC,BrandC_SKU2,136.96392117316296,8254.468871325893,60.2674689846956,71982.56936028461
METRO_MUMBAI,BrandC,BrandC_SKU3,79.26180578986329,4978.01956726714,62.80477107050434,71982.56936028461
NORTH,BrandA,BrandA_SKU1,410.0145057591357,40566.97284217823,98.94033570121888,53329.27386196065
NORTH,BrandA,BrandA_SKU2,90.77818999060584,8492.272870875093,93.54970474465192,53329.27386196065
NORTH,BrandA,BrandA_SKU3,386.538087948724,42187.53248879965,109.1419805812151,53329.27386196065
NORTH,BrandB,BrandB_SKU1,115.45647423344543,8881.191524348642,76.92242105359507,53329.27386196065
NORTH,BrandB,BrandB_SKU2,385.7865633690652,31806.499134463236,82.44584481299142,53329.27386196065
NORTH,BrandB,BrandB_SKU3,412.71604447414376,36295.89666438929,87.94399236558684,53329.27386196065
NORTH,BrandC,BrandC_SKU1,235.7837106833001,14877.50372171366,63.09809816207712,53329.27386196065
NORTH,BrandC,BrandC_SKU2,271.02234753514585,14715.267780706188,54.29540373528766,53329.27386196065
NORTH,BrandC,BrandC_SKU3,227.23934798371025,14494.078586222531,63.78331356267378,53329.27386196065
NORTHEAST,BrandA,BrandA_SKU1,61.57443402541546,6039.860397028429,98.09039242708128,61664.122408475065
NORTHEAST,BrandA,BrandA_SKU2,230.59185343389365,22259.413924572083,96.53165796229416,61664.122408475065
NORTHEAST,BrandA,BrandA_SKU3,189.5942982061217,19692.324425492337,103.86559412289598,61664.122408475065
NORTHEAST,BrandB,BrandB_SKU1,164.19543935591778,13262.601970808248,80.77326643683206,61664.122408475065
NORTHEAST,BrandB,BrandB_SKU2,179.24778932228082,14329.636228964231,79.94316852187272,61664.122408475065
NORTHEAST,BrandB,BrandB_SKU3,34.60629111906866,2967.0353615039085,85.73687805189333,61664.122408475065
NORTHEAST,BrandC,BrandC_SKU1,70.0376396463202,3840.874727757308,54.84015091246879,61664.122408475065
NORTHEAST,BrandC,BrandC_SKU2,140.52109175010705,7637.164089928023,54.348880974462006,61664.122408475065
NORTHEAST,BrandC,BrandC_SKU3,80.77172730014664,4802.603524945966,59.45896770412692,61664.122408475065
SOUTH,BrandA,BrandA_SKU1,617.2641061518156,63971.048527071645,103.63643032134776,107412.09284614072
SOUTH,BrandA,BrandA_SKU2,534.4688526842591,49437.69230468077,92.49873412901462,107412.09284614072
SOUTH,BrandA,BrandA_SKU3,223.48050285258168,21348.0949418885,95.52553654298296,107412.09284614072
SOUTH,BrandB,BrandB_SKU1,532.8871800995194,39566.491187135856,74.24928327182991,107412.09284614072
SOUTH,BrandB,BrandB_SKU2,185.15695344623973,15673.92336359999,84.65209149248024,107412.09284614072
SOUTH,BrandB,BrandB_SKU3,428.7585186764739,36541.15685784082,85.2254946925346,107412.09284614072
SOUTH,BrandC,BrandC_SKU1,185.00993204294903,11200.181101436912,60.538269366191926,107412.09284614072
SOUTH,BrandC,BrandC_SKU2,197.49825605112247,12157.25033853128,61.55624146566828,107412.09284614072
SOUTH,BrandC,BrandC_SKU3,154.9442631743155,8811.657217670936,56.86985137202298,107412.09284614072
WEST,BrandA,BrandA_SKU1,309.12118038671537,28424.978621672017,91.95416045614192,99726.80740765488
WEST,BrandA,BrandA_SKU2,551.3159769463401,58896.48294440432,106.82890648412452,99726.80740765488
WEST,BrandA,BrandA_SKU3,320.58727863203444,32310.932761735552,100.78669652647568,99726.80740765488
WEST,BrandB,BrandB_SKU1,296.28880318148987,22148.843641712872,74.75423777032078,99726.80740765488
WEST,BrandB,BrandB_SKU2,183.6706663411445,15179.13467927865,82.64321669680976,99726.80740765488
WEST,BrandB,BrandB_SKU3,486.6823674927372,35021.884270919545,71.96045431303236,99726.80740765488
WEST,BrandC,BrandC_SKU1,339.0302876698815,18627.905106420305,54.94466360055287,99726.80740765488
WEST,BrandC,BrandC_SKU2,112.03358666303215,6605.445960934232,58.95951524609931,99726.80740765488
WEST,BrandC,BrandC_SKU3,464.4199664087731,29271.12879795837,63.02728331062863,99726.80740765488
CENTRAL,BrandA,BrandA_SKU1,270.09025240301645,24258.715240670197,89.81707049713307,81325.83414746182
CENTRAL,BrandA,BrandA_SKU2,168.9383955630036,15335.125104030843,90.77347427696972,81325.83414746182
CENTRAL,BrandA,BrandA_SKU3,137.72189858623514,14314.767521637415,103.93966151050527,81325.83414746182
CENTRAL,BrandB,BrandB_SKU1,382.77151988175575,28488.518117774547,74.42695351674834,81325.83414746182
CENTRAL,BrandB,BrandB_SKU2,340.7376916175113,28539.4862167729,83.75793731915448,81325.83414746182
CENTRAL,BrandB,BrandB_SKU3,141.05750086574844,11553.643946577402,81.90733477954916,81325.83414746182
CENTRAL,BrandC,BrandC_SKU1,113.21252423504876,7172.023903920643,63.35009268965934,81325.83414746182
CENTRAL,BrandC,BrandC_SKU2,150.28025943768407,9722.401455128886,64.69513355585084,81325.83414746182
CENTRAL,BrandC,BrandC_SKU3,101.50833775044812,6097.383460954278,60.06780916799478,81325.83414746182
EAST,BrandA,BrandA_SKU1,156.67536213904097,15031.75929577559,95.94207468584442,75824.51512359669
EAST,BrandA,BrandA_SKU2,285.3393065065308,26735.20290800258,93.69617959518897,75824.51512359669
EAST,BrandA,BrandA_SKU3,235.4044454667842,22625.12590435104,96.1117189587801,75824.51512359669
EAST,BrandB,BrandB_SKU1,449.12017090260525,32934.01050019376,73.33006316328581,75824.51512359669
EAST,BrandB,BrandB_SKU2,199.81710805109228,15036.832525284655,75.25297844586866,75824.51512359669
EAST,BrandB,BrandB_SKU3,238.36407209151207,18698.14277713864,78.44362874435247,75824.51512359669
EAST,BrandC,BrandC_SKU1,369.6098944182777,24430.936987008743,66.09925046909296,75824.51512359669
EAST,BrandC,BrandC_SKU2,313.63996390077943,20490.46351313247,65.33116270736042,75824.51512359669
EAST,BrandC,BrandC_SKU3,151.68494666546928,9832.727236654351,64.82335559862612,75824.51512359669
METRO_DELHI,BrandA,BrandA_SKU1,187.0424723234041,19703.29038731666,105.3412636315503,94396.55906080158
METRO_DELHI,BrandA,BrandA_SKU2,105.04093212948952,11219.249850236623,106.80836149098582,94396.55906080158
METRO_DELHI,BrandA,BrandA_SKU3,176.51562017134933,16806.144696284427,95.2105240316419,94396.55906080158
METRO_DELHI,BrandB,BrandB_SKU1,75.1597192588052,5990.116741182136,79.69849808187482,94396.55906080158
METRO_DELHI,BrandB,BrandB_SKU2,103.50423764851465,8430.06997645257,81.44661675669612,94396.55906080158
METRO_DELHI,BrandB,BrandB_SKU3,283.1031767771088,20942.833208154705,73.97597387133278,94396.55906080158
METRO_DELHI,BrandC,BrandC_SKU1,256.0995372070243,15164.782514226192,59.21440811494857,94396.55906080158
METRO_DELHI,BrandC,BrandC_SKU2,165.89745991646416,9645.99749461286,58.14433505775191,94396.55906080158
METRO_DELHI,BrandC,BrandC_SKU3,217.5793449116509,12848.269045452987,59.05095932093226,94396.55906080158
METRO_MUMBAI,BrandA,BrandA_SKU1,165.80316739698142,16750.6519246088,101.02733372097065,73946.64802372087
METRO_MUMBAI,BrandA,BrandA_SKU2,210.67959425516585,19164.27515638926,90.964078529496,73946.64802372087
METRO_MUMBAI,BrandA,BrandA_SKU3,255.57636344325485,26082.484376204902,102.05358596080012,73946.64802372087
METRO_MUMBAI,BrandB,BrandB_SKU1,148.45282920832187,10926.467773171276,73.6022872143333,73946.64802372087
METRO_MUMBAI,BrandB,BrandB_SKU2,203.2218978793031,14987.822644512647,73.751021917009,73946.64802372087
METRO_MUMBAI,BrandB,BrandB_SKU3,235.2406938867968,19105.9577511322,81.21876124173662,73946.64802372087
METRO_MUMBAI,BrandC,BrandC_SKU1,91.68837775583182,5571.548204200686,60.766133511903135,73946.64802372087
METRO_MUMBAI,BrandC,BrandC_SKU2,176.3678029410481,10771.303971165098,61.07296111618211,73946.64802372087
METRO_MUMBAI,BrandC,BrandC_SKU3,100.65447632323516,6256.502288158213,62.15821210043847,73946.64802372087
NORTH,BrandA,BrandA_SKU1,408.5044667076425,40997.54063432486,100.36007920487656,109568.77696024015
NORTH,BrandA,BrandA_SKU2,130.82050410130344,12127.025935564592,92.69973402773154,109568.77696024015
NORTH,BrandA,BrandA_SKU3,497.87538601291385,54472.04664136478,109.408997053636,109568.77696024015
NORTH,BrandB,BrandB_SKU1,176.15908216493835,13758.823374900794,78.10453600126255,109568.77696024015
NORTH,BrandB,BrandB_SKU2,373.6939950907872,31574.27972600565,84.49233902817954,109568.77696024015
NORTH,BrandB,BrandB_SKU3,521.9715743774897,45525.74887284215,87.21882782053173,109568.77696024015
NORTH,BrandC,BrandC_SKU1,336.0940500921208,21152.108483499724,62.93508759736179,109568.77696024015
NORTH,BrandC,BrandC_SKU2,315.8935634089358,17148.91509753776,54.287003864456274,109568.77696024015
NORTH,BrandC,BrandC_SKU3,274.94060264168536,17426.679350579223,63.38343330573999,109568.77696024015
NORTHEAST,BrandA,BrandA_SKU1,72.40590720281409,6912.246170333151,95.4652242802712,63346.65733600476
NORTHEAST,BrandA,BrandA_SKU2,147.32378977957583,14624.948584145754,99.27078719619848,63346.65733600476
NORTHEAST,BrandA,BrandA_SKU3,214.94394966967383,22360.49988102004,104.02944542232376,63346.65733600476
NORTHEAST,BrandB,BrandB_SKU1,142.40885122780455,11544.795239341342,81.06796129458057,63346.65733600476
NORTHEAST,BrandB,BrandB_SKU2,197.80227932704585,15492.114507873295,78.32121328722745,63346.65733600476
NORTHEAST,BrandB,BrandB_SKU3,43.450652655320646,3754.066099361242,86.3983823014347,63346.65733600476
NORTHEAST,BrandC,BrandC_SKU1,84.54000479136232,4694.131479023567,55.52556438349267,63346.65733600476
NORTHEAST,BrandC,BrandC_SKU2,158.3227925296631,8732.238352764205,55.15465090806901,63346.65733600476
NORTHEAST,BrandC,BrandC_SKU3,103.65322070017302,6269.745193406974,60.48770265945541,63346.65733600476
SOUTH,BrandA,BrandA_SKU1,654.8225776719502,67407.53646875716,102.9401532067006,110342.88291975176
SOUTH,BrandA,BrandA_SKU2,708.214154856615,65312.63376297031,92.22158765831712,110342.88291975176
SOUTH,BrandA,BrandA_SKU3,218.995370124972,20642.47063106225,94.2598495086102,110342.88291975176
SOUTH,BrandB,BrandB_SKU1,588.3176072405917,43059.32151346415,73.1906048425559,110342.88291975176
SOUTH,BrandB,BrandB_SKU2,179.27987515689497,15276.26205491402,85.20901769674457,110342.88291975176
SOUTH,BrandB,BrandB_SKU3,413.2137318564843,35145.14274160405,85.05318200269907,110342.88291975176
SOUTH,BrandC,BrandC_SKU1,164.93655746071974,10118.94375416202,61.35052113338722,110342.88291975176
SOUTH,BrandC,BrandC_SKU2,284.15787138133385,17433.597126282748,61.351800819507226,110342.88291975176
SOUTH,BrandC,BrandC_SKU3,153.25037963498824,8703.394172990567,56.79199094788745,110342.88291975176
WEST,BrandA,BrandA_SKU1,344.10573022592854,31867.39477521217,92.60931154587018,102447.90081044276
WEST,BrandA,BrandA_SKU2,482.1969333486399,52865.259808366536,109.63416843247258,102447.90081044276
WEST,BrandA,BrandA_SKU3,319.8587385838213,32123.510276707897,100.430303761389,102447.90081044276
WEST,BrandB,BrandB_SKU1,372.9762367265614,27652.25271677845,74.13944909592468,102447.90081044276
WEST,BrandB,BrandB_SKU2,201.5201887664952,16341.872492584436,81.09297928219011,102447.90081044276
WEST,BrandB,BrandB_SKU3,415.9290093812243,29820.61605037416,71.69640822778423,102447.90081044276
WEST,BrandC,BrandC_SKU1,370.8892766677856,20081.2926543384,54.14363239281704,102447.90081044276
WEST,BrandC,BrandC_SKU2,102.74202912629768,6092.96345505538,59.30351489910215,102447.90081044276
WEST,BrandC,BrandC_SKU3,481.11767293477175,30485.955892321843,63.3648639559641,102447.90081044276
CENTRAL,BrandA,BrandA_SKU1,237.8862716883459,21547.362596559404,90.57841986270036,9772.77505525476
CENTRAL,BrandA,BrandA_SKU2,117.88435820047197,10815.49869532297,91.74668175170731,9772.77505525476
CENTRAL,BrandA,BrandA_SKU3,87.9500927664059,9232.075450435745,104.96947939504732,9772.77505525476
CENTRAL,BrandB,BrandB_SKU1,308.0231510151167,23240.83364624721,75.45158073234124,9772.77505525476
CENTRAL,BrandB,BrandB_SKU2,313.79510167669724,26008.001574900456,82.88211458984618,9772.77505525476
CENTRAL,BrandB,BrandB_SKU3,97.77862984730746,7879.468668442225,80.58477277444896,9772.77505525476
CENTRAL,BrandC,BrandC_SKU1,60.75080244661047,3799.423412516739,62.54112307167926,9772.77505525476
CENTRAL,BrandC,BrandC_SKU2,177.08710133061768,11667.338359944852,65.88474413030337,9772.77505525476
CENTRAL,BrandC,BrandC_SKU3,89.29010993409705,5378.752044515071,60.23905725376532,9772.77505525476
EAST,BrandA,BrandA_SKU1,157.19078618588435,14980.807089806174,95.30334094830962,9111.691724342432
EAST,BrandA,BrandA_SKU2,289.4285093121745,26614.3219548351,91.95473527498694,9111.691724342432
EAST,BrandA,BrandA_SKU3,225.09269576288452,21602.232761538216,95.97038539311058,9111.691724342432
EAST,BrandB,BrandB_SKU1,370.69587972258535,27392.802012699427,73.89562040236098,9111.691724342432
EAST,BrandB,BrandB_SKU2,191.9152480701036,14251.848989480824,74.26116024024756,9111.691724342432
EAST,BrandB,BrandB_SKU3,188.62300720581365,14859.995909534287,78.78146006504916,9111.691724342432
EAST,BrandC,BrandC_SKU1,295.5642066557773,19515.504290910747,66.02796905526206,9111.691724342432
EAST,BrandC,BrandC_SKU2,321.2948449462944,21081.59033404341,65.6144680365702,9111.691724342432
EAST,BrandC,BrandC_SKU3,176.51775701266024,11631.652579234538,65.89508486899871,9111.691724342432
METRO_DELHI,BrandA,BrandA_SKU1,107.77892437211544,11483.380052786544,106.54569174525484,11343.459890230662
METRO_DELHI,BrandA,BrandA_SKU2,85.17378694379886,8951.255776051266,105.09402126217154,11343.459890230662
METRO_DELHI,BrandA,BrandA_SKU3,159.81483796085342,15077.748937596642,94.3451129443308,11343.459890230662
METRO_DELHI,BrandB,BrandB_SKU1,71.25069437173089,5683.310059883215,79.76497787140303,11343.459890230662
METRO_DELHI,BrandB,BrandB_SKU2,121.36102036631972,10061.98015872982,82.90948879927376,11343.459890230662
METRO_DELHI,BrandB,BrandB_SKU3,263.1259552565082,19220.041899839667,73.04502469588384,11343.459890230662
METRO_DELHI,BrandC,BrandC_SKU1,263.49105406833934,15657.928553848478,59.424896261515656,11343.459890230662
METRO_DELHI,BrandC,BrandC_SKU2,207.24252456662413,12314.788380538084,59.42211139480275,11343.459890230662
METRO_DELHI,BrandC,BrandC_SKU3,222.8079927270584,13407.597231930273,60.1755667192545,11343.459890230662
METRO_MUMBAI,BrandA,BrandA_SKU1,134.97990092297147,13663.846621696504,101.22874982323484,8886.031908576217
METRO_MUMBAI,BrandA,BrandA_SKU2,205.40183610156288,18868.66466836418,91.862200584392,8886.031908576217
METRO_MUMBAI,BrandA,BrandA_SKU3,306.0001161068704,30994.94186186905,101.29062124618308,8886.031908576217
METRO_MUMBAI,BrandB,BrandB_SKU1,175.3040797067658,12767.647755359118,72.83143539337924,8886.031908576217
METRO_MUMBAI,BrandB,BrandB_SKU2,215.98050174649745,15807.680397332868,73.19031241017673,8886.031908576217
METRO_MUMBAI,BrandB,BrandB_SKU3,188.60319077863844,15524.01472976984,82.31045649694342,8886.031908576217
METRO_MUMBAI,BrandC,BrandC_SKU1,113.31197162849116,6928.96967739965,61.149493542634914,8886.031908576217
METRO_MUMBAI,BrandC,BrandC_SKU2,158.4119428844991,9571.932644084483,60.42431189082472,8886.031908576217
METRO_MUMBAI,BrandC,BrandC_SKU3,90.00758836942444,5467.947638368712,60.74985162280131,8886.031908576217
NORTH,BrandA,BrandA_SKU1,409.5766395177172,40148.875239941066,98.02530556238996,13166.677250063314
NORTH,BrandA,BrandA_SKU2,130.0316845096983,12112.021173029514,93.14669127528028,13166.677250063314
NORTH,BrandA,BrandA_SKU3,522.4653398471706,57303.66373925013,109.6793593159928,13166.677250063314
NORTH,BrandB,BrandB_SKU1,115.64521135064012,8940.209878042495,77.30722071089897,13166.677250063314
NORTH,BrandB,BrandB_SKU2,487.7496323842073,41099.49373755854,84.26350530836258,13166.677250063314
NORTH,BrandB,BrandB_SKU3,408.6312864422882,35408.807066484354,86.65221739325928,13166.677250063314
